,Hotel,Is repeated guest,Arrival date,Departure date,Lead time,Adults,Children,Babies,Meal,Country,Market segment,Distribution channel,Customer type,Room type,Booking changes,Deposit type,Agent,Company,Days in waiting list,Customer City,Customer State,ADR,Required car parking spaces,Total of special requests,Reservation status,Reservation status date,Booking Date,Canceled
247,City Hotel,1,2022-01-11,2022-05-09,23,4,0,0,HB,France,Offline TA/TO,Direct,Transient,Double,0,Refundable,10,6,32,Berlin,Madrid,155.36,0,2,Check-Out,2021-01-09,2021-12-19,0
248,City Hotel,0,2022-06-23,2020-10-14,291,4,2,0,BB,Portugal,Online TA,TA/TO,Group,Single,0,No Deposit,6,9,21,Berlin,Madrid,86.32,0,0,Canceled,2021-01-02,2021-09-05,1
249,City Hotel,1,2021-03-03,2020-06-27,58,2,1,1,FB,Portugal,Offline TA/TO,Direct,Group,Single,2,Non Refund,10,7,14,London,Madrid,188.91,1,4,No-Show,2020-01-02,2021-01-04,0
250,City Hotel,1,2022-09-30,2021-01-29,142,3,0,1,FB,Spain,Online TA,Corporate,Transient-Party,Single,3,Non Refund,5,9,21,Paris,Berlin,167.19,1,0,Check-Out,2022-08-05,2022-05-11,0
251,City Hotel,0,2021-04-25,2020-07-01,148,3,2,0,FB,Portugal,Direct,Direct,Contract,Triple,0,No Deposit,10,5,32,Berlin,London,61.39,1,0,No-Show,2021-11-14,2020-11-28,0
252,City Hotel,1,2022-11-29,2021-10-22,260,2,0,0,BB,Spain,Direct,TA/TO,Transient-Party,Triple,1,No Deposit,7,2,10,Paris,Lisbon,123.19,0,0,Check-Out,2022-12-17,2022-03-14,0
253,City Hotel,1,2021-12-06,2022-01-22,256,2,0,0,FB,Portugal,Direct,TA/TO,Transient,Single,3,Refundable,8,2,37,London,Lisbon,191.93,2,1,Check-Out,2022-06-04,2021-03-25,0
254,Resort Hotel,0,2020-08-25,2020-09-06,113,1,2,0,BB,Spain,Direct,TA/TO,Group,Single,0,Non Refund,6,9,23,Madrid,Madrid,155.5,1,2,Check-Out,2022-10-05,2020-05-04,0
255,Resort Hotel,1,2022-08-28,2022-09-10,151,2,0,0,HB,United Kingdom,Offline TA/TO,Corporate,Contract,Triple,1,Non Refund,1,7,1,Berlin,Paris,164.92,1,2,Canceled,2020-08-28,2022-03-30,1
256,City Hotel,1,2021-09-21,2021-01-08,104,3,2,0,BB,Germany,Corporate,Direct,Transient,Double,1,No Deposit,1,9,40,Lisbon,Berlin,82.03,2,4,Canceled,2020-10-09,2021-06-09,1
257,Resort Hotel,0,2022-05-30,2021-01-08,307,4,1,1,FB,Germany,Direct,TA/TO,Transient,Single,0,Refundable,1,8,17,Madrid,Madrid,97.86,0,0,Check-Out,2021-01-20,2021-07-27,0
258,City Hotel,0,2022-02-24,2022-05-18,104,4,1,0,HB,United Kingdom,Offline TA/TO,Corporate,Transient,Double,2,Refundable,7,9,31,Lisbon,Paris,62.78,0,2,Canceled,2020-09-15,2021-11-12,1
259,City Hotel,1,2020-11-17,2020-12-24,323,1,1,1,BB,Germany,Direct,Corporate,Group,Single,1,No Deposit,10,10,12,Madrid,Paris,99.52,0,0,No-Show,2022-07-13,2019-12-30,0
260,City Hotel,0,2021-03-09,2021-09-05,231,4,1,1,BB,Germany,Direct,Corporate,Transient,Double,2,Non Refund,6,9,23,Lisbon,London,179.67,0,3,No-Show,2022-07-16,2020-07-21,0
261,Resort Hotel,0,2022-02-16,2021-04-27,357,3,2,1,HB,France,Direct,TA/TO,Group,Triple,3,Refundable,8,10,15,Berlin,Berlin,80.32,1,1,Canceled,2022-04-03,2021-02-24,1
262,City Hotel,1,2020-09-20,2020-02-12,46,2,2,1,BB,United Kingdom,Corporate,Corporate,Group,Triple,1,Refundable,2,1,42,Berlin,London,189.85,1,2,Check-Out,2020-09-02,2020-08-05,0
263,City Hotel,1,2020-01-21,2020-06-07,57,4,1,0,BB,Portugal,Corporate,Corporate,Contract,Triple,2,Non Refund,9,6,25,Lisbon,London,87.42,2,0,Canceled,2021-10-21,2019-11-25,1
264,Resort Hotel,1,2020-08-22,2021-02-15,76,1,2,1,BB,Portugal,Direct,Direct,Contract,Double,3,Refundable,6,6,13,Berlin,Berlin,124.78,1,2,Check-Out,2020-04-24,2020-06-07,0
265,Resort Hotel,0,2022-02-28,2022-09-19,88,1,1,1,BB,Spain,Offline TA/TO,TA/TO,Contract,Single,3,No Deposit,5,6,36,Lisbon,Lisbon,194.01,0,1,Check-Out,2021-10-02,2021-12-02,0
266,Resort Hotel,1,2021-03-13,2022-08-21,201,3,0,1,HB,United Kingdom,Online TA,TA/TO,Transient,Double,3,No Deposit,1,10,9,Lisbon,Paris,61.46,2,4,Canceled,2020-07-10,2020-08-24,1
267,City Hotel,1,2021-06-11,2021-09-12,350,1,2,1,FB,Spain,Corporate,Corporate,Contract,Double,0,Non Refund,8,4,50,London,London,174.35,2,2,No-Show,2021-07-14,2020-06-26,0
268,City Hotel,1,2021-07-09,2021-12-31,181,1,0,1,BB,Germany,Corporate,Direct,Transient-Party,Triple,0,No Deposit,7,6,41,Madrid,London,83.37,2,2,Canceled,2021-04-21,2021-01-09,1
269,Resort Hotel,0,2021-02-05,2020-10-02,308,4,2,1,FB,France,Direct,Corporate,Transient,Triple,0,Refundable,9,2,50,Paris,London,163.09,2,4,Check-Out,2022-12-12,2020-04-03,0
270,City Hotel,1,2021-12-08,2020-06-09,37,3,1,0,HB,United Kingdom,Direct,Corporate,Transient-Party,Double,3,No Deposit,10,3,41,Berlin,Paris,185.97,2,2,Check-Out,2021-04-12,2021-11-01,0
271,Resort Hotel,1,2022-03-26,2021-04-06,26,2,1,1,BB,Germany,Direct,TA/TO,Group,Double,0,Non Refund,3,10,32,Lisbon,Paris,138.96,0,3,Check-Out,2021-09-19,2022-02-28,0
272,City Hotel,0,2020-06-05,2020-09-27,365,4,2,0,FB,United Kingdom,Online TA,Corporate,Transient,Single,0,No Deposit,5,10,19,Paris,London,175.68,2,3,No-Show,2020-02-26,2019-06-06,0
273,City Hotel,0,2020-09-11,2021-07-14,238,1,2,0,HB,Portugal,Offline TA/TO,TA/TO,Transient,Triple,0,Non Refund,1,6,25,Paris,Madrid,179.7,2,4,No-Show,2021-01-26,2020-01-17,0
274,City Hotel,0,2021-09-27,2022-10-18,278,1,1,0,BB,United Kingdom,Online TA,Corporate,Contract,Single,3,Non Refund,9,8,26,Berlin,Lisbon,131.58,2,0,Check-Out,2021-07-23,2020-12-23,0
275,Resort Hotel,0,2021-08-13,2022-11-01,63,3,2,1,BB,Portugal,Offline TA/TO,TA/TO,Transient-Party,Double,3,No Deposit,10,7,41,Paris,London,153.39,2,1,Canceled,2022-04-19,2021-06-11,1
276,Resort Hotel,1,2020-06-01,2020-08-07,61,4,2,1,FB,United Kingdom,Offline TA/TO,TA/TO,Contract,Triple,0,Refundable,9,1,35,Berlin,Madrid,154.56,1,3,Canceled,2022-03-24,2020-04-01,1
277,Resort Hotel,0,2020-04-27,2022-11-21,51,1,2,0,BB,United Kingdom,Corporate,Corporate,Transient,Single,3,Refundable,9,6,33,Lisbon,London,173.5,0,3,Canceled,2020-04-18,2020-03-07,1
278,Resort Hotel,1,2020-02-03,2022-11-13,81,4,1,1,BB,Germany,Offline TA/TO,Direct,Transient,Double,2,No Deposit,1,9,38,Lisbon,Berlin,132.11,1,0,Check-Out,2022-06-14,2019-11-14,0
279,Resort Hotel,1,2022-03-26,2020-12-16,305,3,0,0,BB,Germany,Direct,TA/TO,Group,Triple,3,No Deposit,5,2,15,London,Berlin,142.55,1,2,Canceled,2022-11-27,2021-05-25,1
280,Resort Hotel,1,2020-05-24,2021-03-16,138,4,2,0,FB,France,Direct,Corporate,Transient,Triple,3,Non Refund,8,2,22,Berlin,London,54.07,2,2,Check-Out,2022-10-12,2020-01-07,0
281,City Hotel,1,2022-09-11,2022-12-17,348,2,0,0,BB,Spain,Direct,TA/TO,Transient,Triple,2,No Deposit,10,5,13,Paris,Madrid,122.71,1,4,Canceled,2020-04-30,2021-09-28,1
282,Resort Hotel,1,2020-09-09,2021-02-14,42,4,1,1,BB,Spain,Direct,TA/TO,Transient,Single,1,Non Refund,6,4,5,Lisbon,Madrid,117.04,0,3,Check-Out,2022-01-02,2020-07-29,0
283,City Hotel,0,2021-01-22,2022-05-13,50,2,1,1,FB,Portugal,Direct,Corporate,Group,Triple,1,No Deposit,8,1,35,Paris,Lisbon,133.24,1,1,Canceled,2020-04-13,2020-12-03,1
284,Resort Hotel,1,2021-08-09,2021-12-29,135,3,2,0,FB,Spain,Direct,TA/TO,Transient-Party,Double,0,No Deposit,3,2,37,Madrid,Madrid,64.62,2,0,Check-Out,2022-04-23,2021-03-27,0
285,Resort Hotel,1,2021-02-21,2020-05-25,320,4,1,0,HB,France,Direct,Direct,Group,Single,1,Non Refund,4,8,15,Lisbon,Paris,143.1,1,3,Canceled,2021-05-24,2020-04-07,1
286,Resort Hotel,1,2020-09-18,2021-12-26,58,2,1,1,BB,Germany,Direct,TA/TO,Transient,Double,3,No Deposit,7,4,30,Paris,Berlin,74.62,2,4,Canceled,2022-03-05,2020-07-22,1
287,City Hotel,0,2022-08-21,2021-11-01,338,1,1,1,BB,Spain,Online TA,Direct,Transient-Party,Double,0,Refundable,4,1,8,London,Madrid,98.92,1,1,No-Show,2020-11-23,2021-09-17,0
288,City Hotel,0,2022-03-07,2022-02-28,0,1,0,0,HB,United Kingdom,Direct,TA/TO,Contract,Triple,2,No Deposit,7,10,6,Lisbon,Paris,196.65,0,2,No-Show,2022-05-08,2022-03-07,0
289,City Hotel,0,2022-12-19,2021-09-02,294,3,1,0,FB,Spain,Direct,TA/TO,Contract,Triple,0,Non Refund,4,10,14,Madrid,Paris,130.21,2,4,Check-Out,2020-05-27,2022-02-28,0
290,Resort Hotel,1,2022-09-05,2021-12-14,264,3,0,0,BB,Portugal,Online TA,Corporate,Contract,Triple,2,Non Refund,6,8,19,Paris,Madrid,110.49,0,0,Check-Out,2020-06-07,2021-12-15,0
291,Resort Hotel,1,2022-11-04,2022-05-09,5,3,1,1,HB,Portugal,Online TA,Corporate,Group,Triple,1,Refundable,4,10,18,Paris,Paris,111.1,2,2,Canceled,2020-08-31,2022-10-30,1
292,Resort Hotel,0,2022-07-03,2021-04-23,253,4,2,0,BB,Germany,Offline TA/TO,TA/TO,Group,Single,0,No Deposit,2,9,15,Paris,Madrid,199.29,0,2,No-Show,2022-01-17,2021-10-23,0
293,Resort Hotel,0,2020-11-06,2021-10-02,206,3,2,1,FB,United Kingdom,Offline TA/TO,TA/TO,Group,Triple,1,Refundable,2,9,0,London,Paris,181.65,1,1,Canceled,2021-07-13,2020-04-14,1
294,Resort Hotel,0,2022-11-12,2022-05-06,323,2,2,0,BB,Spain,Offline TA/TO,TA/TO,Transient-Party,Double,3,No Deposit,8,2,6,Berlin,Lisbon,126.28,1,2,No-Show,2020-10-23,2021-12-24,0
295,Resort Hotel,1,2021-10-20,2022-09-13,255,2,2,0,FB,Spain,Offline TA/TO,TA/TO,Contract,Double,2,No Deposit,8,10,30,Berlin,Berlin,63.76,0,0,Check-Out,2020-06-14,2021-02-07,0
296,Resort Hotel,1,2020-12-11,2021-07-13,319,3,1,1,BB,Spain,Corporate,Direct,Transient-Party,Single,0,Non Refund,8,4,37,Paris,Berlin,178.71,0,4,Check-Out,2021-01-26,2020-01-27,0
297,City Hotel,0,2021-02-20,2020-10-03,330,1,1,0,FB,Portugal,Corporate,TA/TO,Transient-Party,Triple,0,Non Refund,9,5,37,Paris,Paris,198.16,1,0,No-Show,2020-10-14,2020-03-27,0
298,Resort Hotel,0,2022-06-27,2022-09-23,70,3,0,0,BB,Germany,Online TA,Direct,Group,Single,2,Non Refund,1,4,37,London,Lisbon,137.8,1,4,Check-Out,2021-06-19,2022-04-18,0
299,City Hotel,0,2020-02-29,2022-08-08,27,2,0,0,FB,Spain,Corporate,Direct,Transient-Party,Double,1,No Deposit,4,1,24,London,Lisbon,80.71,1,1,No-Show,2022-05-07,2020-02-02,0
300,City Hotel,1,2020-09-15,2022-02-25,336,1,2,1,HB,France,Offline TA/TO,TA/TO,Contract,Double,3,No Deposit,7,1,49,Paris,London,181.07,1,1,Check-Out,2020-01-04,2019-10-15,0
301,City Hotel,0,2020-11-18,2020-06-04,331,2,0,1,BB,United Kingdom,Online TA,Corporate,Contract,Double,3,Refundable,7,10,5,Madrid,Paris,141.68,1,0,Canceled,2020-12-21,2019-12-23,1
302,City Hotel,1,2021-03-09,2021-06-03,251,3,1,0,HB,Spain,Offline TA/TO,Direct,Transient,Single,2,Non Refund,5,8,41,Lisbon,Berlin,178.54,2,0,No-Show,2021-12-19,2020-07-01,0
303,City Hotel,0,2020-04-23,2021-11-11,51,1,0,0,HB,Germany,Direct,Corporate,Contract,Triple,3,Refundable,7,5,15,Madrid,London,54.9,1,1,Canceled,2020-02-05,2020-03-03,1
304,Resort Hotel,0,2022-10-29,2022-08-30,171,2,0,0,BB,Germany,Corporate,TA/TO,Transient,Double,1,Refundable,3,9,28,Berlin,Lisbon,157.71,2,2,No-Show,2022-08-11,2022-05-11,0
305,Resort Hotel,0,2021-01-20,2020-01-01,351,1,2,0,HB,United Kingdom,Direct,Corporate,Transient-Party,Single,2,No Deposit,9,6,20,Paris,Berlin,71.69,2,1,Canceled,2020-04-19,2020-02-04,1
306,Resort Hotel,1,2022-08-08,2022-06-21,0,1,1,0,HB,United Kingdom,Offline TA/TO,TA/TO,Transient-Party,Double,1,Non Refund,3,9,24,Paris,Berlin,55.26,1,4,Check-Out,2022-07-14,2022-08-08,0
307,City Hotel,0,2020-01-24,2020-05-21,141,4,0,0,BB,Portugal,Online TA,Corporate,Contract,Single,3,No Deposit,1,3,1,London,Lisbon,98.87,2,0,No-Show,2020-08-10,2019-09-05,0
308,Resort Hotel,0,2022-01-29,2021-07-25,310,3,1,0,FB,Portugal,Offline TA/TO,Direct,Transient,Double,2,Non Refund,2,10,49,Paris,Berlin,135.91,0,4,No-Show,2020-09-07,2021-03-25,0
309,City Hotel,1,2020-10-19,2020-10-23,262,2,0,0,HB,France,Offline TA/TO,Corporate,Transient,Double,1,No Deposit,3,6,30,Paris,Paris,125.06,2,0,No-Show,2020-07-16,2020-01-31,0
310,Resort Hotel,1,2022-07-22,2021-04-10,348,1,2,0,FB,Germany,Direct,Corporate,Transient,Triple,3,No Deposit,5,7,14,Lisbon,London,118.9,1,0,Check-Out,2022-03-03,2021-08-08,0
311,Resort Hotel,0,2020-03-01,2021-12-24,234,2,0,1,HB,Germany,Online TA,Corporate,Transient,Single,3,No Deposit,5,5,35,Madrid,Paris,93.05,1,4,No-Show,2022-07-20,2019-07-11,0
312,City Hotel,0,2021-05-15,2021-08-05,132,2,1,1,FB,Germany,Online TA,Corporate,Transient,Double,0,No Deposit,2,8,40,Berlin,London,150.15,1,2,Canceled,2022-02-05,2021-01-03,1
313,Resort Hotel,1,2020-04-29,2021-12-15,338,1,1,1,HB,Portugal,Online TA,Direct,Group,Triple,3,Refundable,6,1,30,Lisbon,Madrid,188.11,1,3,No-Show,2020-03-24,2019-05-27,0
314,City Hotel,0,2022-01-13,2021-03-07,178,2,1,0,BB,United Kingdom,Corporate,TA/TO,Contract,Triple,2,No Deposit,5,2,11,Lisbon,Lisbon,90.02,1,3,Check-Out,2021-12-26,2021-07-19,0
315,Resort Hotel,0,2020-12-25,2021-01-09,112,2,1,1,HB,Spain,Online TA,Direct,Contract,Single,3,No Deposit,4,6,29,London,London,94.18,0,4,Check-Out,2021-08-22,2020-09-04,0
316,City Hotel,0,2021-04-11,2021-03-31,290,3,2,0,HB,Germany,Offline TA/TO,Direct,Transient-Party,Double,1,Non Refund,9,1,41,London,Paris,149.06,2,4,No-Show,2020-04-18,2020-06-25,0
317,Resort Hotel,0,2021-09-10,2020-10-09,213,1,0,1,FB,Portugal,Offline TA/TO,Direct,Group,Single,2,Non Refund,8,5,16,Madrid,London,83.22,1,4,Canceled,2021-08-24,2021-02-09,1
318,City Hotel,1,2021-05-10,2022-10-07,24,2,1,1,HB,France,Offline TA/TO,Corporate,Transient-Party,Double,0,Refundable,6,3,22,London,Lisbon,176.94,2,4,Check-Out,2021-02-04,2021-04-16,0
319,Resort Hotel,0,2020-04-14,2022-07-21,55,1,2,1,HB,Portugal,Direct,Direct,Transient-Party,Triple,2,Refundable,6,8,30,Berlin,Berlin,163.24,1,0,Check-Out,2021-07-09,2020-02-19,0
320,City Hotel,1,2021-01-30,2022-06-10,218,3,2,1,FB,Spain,Online TA,Direct,Group,Triple,2,Refundable,7,6,39,Berlin,Madrid,126.45,2,1,Canceled,2022-07-22,2020-06-26,1
321,City Hotel,1,2020-07-19,2020-05-21,141,2,1,1,BB,Germany,Online TA,TA/TO,Group,Triple,2,Refundable,1,7,33,Lisbon,Paris,95.75,0,2,Canceled,2020-04-28,2020-02-29,1
322,Resort Hotel,0,2020-03-01,2022-10-07,365,1,2,1,HB,France,Corporate,TA/TO,Group,Double,0,Refundable,4,3,13,Berlin,Berlin,75.49,1,0,Check-Out,2021-03-16,2019-03-02,0
323,Resort Hotel,1,2020-08-27,2020-01-06,331,4,0,1,BB,Germany,Offline TA/TO,Direct,Transient,Triple,0,No Deposit,7,9,21,Berlin,Madrid,64.94,0,4,Canceled,2022-05-18,2019-10-01,1
324,City Hotel,0,2022-11-22,2020-06-07,124,2,1,1,HB,Spain,Offline TA/TO,Direct,Transient,Double,1,Non Refund,10,7,25,Berlin,Madrid,149.26,0,3,Canceled,2022-05-02,2022-07-21,1
325,City Hotel,0,2021-02-03,2022-12-09,218,2,2,1,BB,France,Direct,Direct,Group,Triple,0,Refundable,6,8,2,Berlin,Berlin,194.69,1,4,Check-Out,2022-04-22,2020-06-30,0
326,City Hotel,0,2022-01-05,2022-09-14,93,1,0,0,BB,Portugal,Online TA,Direct,Contract,Single,3,Refundable,9,9,31,Paris,London,122.98,2,2,Check-Out,2022-10-09,2021-10-04,0
327,Resort Hotel,0,2021-04-25,2020-07-25,257,3,0,0,FB,Portugal,Direct,Direct,Transient,Triple,0,No Deposit,1,6,32,Madrid,Madrid,58.39,1,2,Check-Out,2021-04-14,2020-08-11,0
328,Resort Hotel,1,2020-11-29,2020-03-04,19,4,0,1,BB,Portugal,Offline TA/TO,Direct,Transient-Party,Single,1,No Deposit,2,2,33,Madrid,Lisbon,97.63,2,4,Canceled,2020-02-04,2020-11-10,1
329,Resort Hotel,0,2022-08-01,2022-06-12,55,4,0,0,HB,Germany,Online TA,TA/TO,Contract,Triple,3,Non Refund,5,8,42,Madrid,Paris,146.93,1,3,Check-Out,2020-02-27,2022-06-07,0
330,City Hotel,1,2020-11-03,2022-04-06,89,4,2,0,BB,United Kingdom,Direct,Corporate,Transient,Double,0,No Deposit,2,10,44,Lisbon,Madrid,147.64,1,2,Canceled,2022-06-28,2020-08-06,1
331,Resort Hotel,0,2020-05-03,2021-03-01,207,4,0,1,FB,Portugal,Offline TA/TO,TA/TO,Group,Double,0,Refundable,9,3,30,Paris,Madrid,148.66,0,0,Check-Out,2020-11-14,2019-10-09,0
332,Resort Hotel,1,2022-07-16,2020-10-26,127,2,1,1,FB,Germany,Online TA,Corporate,Transient,Double,1,Refundable,7,5,31,Lisbon,London,148.09,1,0,Check-Out,2021-06-22,2022-03-11,0
333,City Hotel,1,2022-05-01,2020-07-16,18,3,2,0,BB,France,Online TA,Direct,Contract,Single,1,No Deposit,2,9,1,Paris,London,120.5,0,2,No-Show,2021-01-16,2022-04-13,0
334,Resort Hotel,0,2022-05-05,2022-07-11,249,2,0,0,FB,Portugal,Direct,Direct,Contract,Triple,0,Refundable,7,8,34,London,Paris,125.16,0,4,Canceled,2020-11-24,2021-08-29,1
335,City Hotel,0,2022-04-06,2021-04-28,258,1,0,1,BB,United Kingdom,Offline TA/TO,Corporate,Transient-Party,Single,1,Non Refund,7,4,9,Lisbon,London,76.31,1,3,No-Show,2021-12-21,2021-07-22,0
336,City Hotel,1,2022-09-08,2021-01-09,53,2,1,0,BB,United Kingdom,Offline TA/TO,TA/TO,Transient,Triple,2,Non Refund,9,8,11,Paris,London,166.03,2,3,Canceled,2021-06-16,2022-07-17,1
337,Resort Hotel,0,2021-07-03,2022-10-06,39,2,2,0,FB,Germany,Online TA,Corporate,Transient,Double,1,No Deposit,1,2,7,Lisbon,Madrid,146.08,2,3,Canceled,2021-06-27,2021-05-25,1
338,Resort Hotel,1,2021-05-23,2021-12-23,347,4,0,0,BB,Spain,Offline TA/TO,TA/TO,Contract,Triple,3,Non Refund,2,2,1,Lisbon,Berlin,104.13,1,2,Check-Out,2021-10-14,2020-06-10,0
339,Resort Hotel,0,2022-12-13,2020-12-07,353,1,1,0,FB,Spain,Corporate,TA/TO,Group,Single,0,Refundable,2,3,19,Paris,Berlin,119.15,2,3,Check-Out,2022-04-29,2021-12-25,0
340,City Hotel,1,2020-04-03,2022-03-06,141,4,0,0,HB,United Kingdom,Online TA,TA/TO,Group,Double,1,Non Refund,10,4,30,Berlin,London,99.72,1,2,Check-Out,2022-08-31,2019-11-14,0
341,City Hotel,1,2022-01-14,2022-06-21,148,2,2,0,HB,Spain,Direct,Corporate,Contract,Single,3,Refundable,1,8,17,London,Madrid,80.13,1,1,No-Show,2020-01-20,2021-08-19,0
342,City Hotel,0,2022-03-06,2021-12-11,306,2,0,1,HB,United Kingdom,Offline TA/TO,Corporate,Transient-Party,Single,1,No Deposit,7,10,38,London,Paris,54.12,1,4,Check-Out,2020-06-12,2021-05-04,0
343,City Hotel,0,2022-04-04,2021-12-02,234,3,2,0,BB,Portugal,Online TA,Direct,Group,Single,1,Non Refund,8,2,45,Berlin,London,196.03,0,4,Check-Out,2020-04-13,2021-08-13,0
344,Resort Hotel,1,2022-06-06,2021-06-01,239,1,1,0,BB,Germany,Direct,Direct,Transient,Single,0,Non Refund,1,10,10,Lisbon,Lisbon,102.19,0,4,Canceled,2021-08-07,2021-10-10,1
345,City Hotel,1,2022-10-15,2021-08-28,224,2,1,1,BB,Spain,Corporate,Corporate,Transient,Triple,2,No Deposit,8,8,16,Paris,Berlin,80.65,0,0,No-Show,2020-02-24,2022-03-05,0
346,Resort Hotel,1,2021-01-14,2021-08-24,339,4,2,0,BB,France,Direct,TA/TO,Transient,Double,1,Refundable,1,6,11,Berlin,Lisbon,152.85,0,3,Canceled,2021-04-23,2020-02-10,1
347,Resort Hotel,0,2022-11-19,2020-12-01,186,1,1,1,FB,Spain,Direct,Direct,Group,Triple,2,Refundable,7,5,43,Madrid,Berlin,130.68,0,2,Canceled,2021-01-17,2022-05-17,1
348,Resort Hotel,0,2020-01-28,2022-02-26,63,4,2,0,HB,France,Online TA,Corporate,Transient-Party,Triple,3,Refundable,8,2,37,Paris,Madrid,135.67,0,2,No-Show,2020-11-07,2019-11-26,0
349,City Hotel,1,2020-07-14,2022-07-07,12,1,1,0,FB,France,Corporate,Direct,Group,Single,0,No Deposit,6,4,24,Paris,Madrid,141.23,2,4,No-Show,2020-02-09,2020-07-02,0
350,City Hotel,1,2022-02-26,2021-09-11,52,2,1,1,BB,Spain,Direct,Corporate,Group,Single,2,Refundable,10,2,7,Berlin,Lisbon,174.45,0,4,Check-Out,2020-05-09,2022-01-05,0
351,Resort Hotel,1,2021-11-07,2021-01-01,84,3,0,0,BB,Germany,Corporate,TA/TO,Transient-Party,Single,0,Non Refund,10,4,4,London,Lisbon,123.47,2,4,Check-Out,2022-05-20,2021-08-15,0
352,City Hotel,0,2020-12-14,2020-01-02,135,4,2,1,FB,Spain,Direct,TA/TO,Transient,Triple,2,Refundable,9,7,27,Paris,London,168.12,0,2,Check-Out,2021-12-19,2020-08-01,0
353,Resort Hotel,0,2020-12-28,2021-11-08,64,1,1,0,FB,United Kingdom,Corporate,Corporate,Transient-Party,Single,0,Non Refund,10,9,6,London,London,151.25,2,2,No-Show,2021-05-22,2020-10-25,0
354,City Hotel,1,2021-02-11,2022-08-26,178,3,2,1,BB,United Kingdom,Direct,Corporate,Group,Triple,1,No Deposit,3,3,37,Paris,Madrid,81.24,1,3,Canceled,2021-04-04,2020-08-17,1
355,Resort Hotel,1,2020-01-28,2020-07-22,201,4,1,0,HB,Spain,Online TA,TA/TO,Group,Double,3,No Deposit,1,3,48,Lisbon,Madrid,170.7,1,1,Check-Out,2021-10-20,2019-07-11,0
356,City Hotel,0,2020-03-14,2022-08-12,21,1,1,0,FB,Germany,Online TA,Corporate,Transient,Single,0,Refundable,2,7,6,Berlin,Madrid,80.47,1,3,No-Show,2021-10-23,2020-02-22,0
357,Resort Hotel,0,2021-07-07,2022-09-12,128,4,2,1,BB,France,Online TA,Direct,Contract,Double,0,No Deposit,6,7,45,Berlin,Berlin,103.26,1,1,No-Show,2022-10-22,2021-03-01,0
358,City Hotel,1,2020-12-21,2020-06-06,19,3,0,0,FB,Portugal,Online TA,Corporate,Group,Single,0,No Deposit,2,8,35,Lisbon,London,196.64,2,2,Canceled,2022-10-07,2020-12-02,1
359,Resort Hotel,1,2022-09-27,2022-08-04,293,3,2,0,FB,Germany,Corporate,Direct,Contract,Double,2,No Deposit,5,7,13,Paris,Paris,78.55,1,0,Check-Out,2021-08-10,2021-12-08,0
360,Resort Hotel,0,2022-04-15,2022-05-10,105,1,2,0,FB,Germany,Direct,TA/TO,Transient-Party,Double,1,Refundable,3,6,17,Lisbon,Lisbon,128.24,2,0,Check-Out,2021-10-13,2021-12-31,0
361,Resort Hotel,0,2020-12-03,2020-11-21,213,4,1,0,HB,Germany,Corporate,Direct,Group,Triple,0,No Deposit,10,8,37,Lisbon,Madrid,151.69,2,1,Canceled,2022-09-02,2020-05-04,1
362,Resort Hotel,1,2020-07-16,2020-03-13,185,3,2,1,FB,Germany,Direct,Direct,Group,Single,1,Refundable,1,10,37,Paris,London,82.99,0,2,Canceled,2022-04-02,2020-01-13,1
363,City Hotel,1,2022-06-06,2021-12-21,262,3,2,1,FB,United Kingdom,Direct,Direct,Transient,Double,0,Non Refund,7,1,36,Lisbon,Lisbon,143.97,0,3,Canceled,2021-04-12,2021-09-17,1
364,City Hotel,0,2020-09-19,2021-04-28,358,2,0,0,BB,Spain,Offline TA/TO,Direct,Transient,Single,0,Refundable,7,7,15,London,Berlin,65.12,1,4,No-Show,2022-09-19,2019-09-27,0
365,City Hotel,0,2022-07-17,2021-10-02,112,3,2,1,FB,United Kingdom,Online TA,TA/TO,Transient-Party,Single,3,No Deposit,5,7,34,Paris,Paris,81.94,1,4,No-Show,2020-12-08,2022-03-27,0
366,Resort Hotel,1,2020-12-16,2022-01-06,176,1,0,0,FB,France,Online TA,Corporate,Transient,Single,2,Refundable,1,5,22,Madrid,Paris,120.72,0,3,Check-Out,2022-09-07,2020-06-23,0
367,City Hotel,1,2022-04-22,2021-01-16,236,3,0,1,FB,Spain,Online TA,TA/TO,Contract,Single,0,Refundable,8,5,12,Madrid,London,115.14,0,4,Check-Out,2021-09-02,2021-08-29,0
368,City Hotel,0,2020-10-03,2021-10-11,338,1,1,0,BB,United Kingdom,Online TA,TA/TO,Contract,Double,1,No Deposit,9,6,22,Lisbon,Lisbon,135.55,2,4,Check-Out,2021-08-26,2019-10-31,0
369,Resort Hotel,1,2022-06-18,2022-12-11,306,2,2,0,BB,Germany,Offline TA/TO,Direct,Contract,Single,0,Refundable,7,7,39,Lisbon,Berlin,113.79,1,3,Canceled,2022-08-11,2021-08-16,1
370,Resort Hotel,0,2020-04-03,2020-05-10,175,2,2,0,FB,Germany,Offline TA/TO,Corporate,Contract,Single,3,No Deposit,2,4,26,Lisbon,Berlin,52.58,1,4,Check-Out,2020-10-28,2019-10-11,0
371,City Hotel,1,2022-11-05,2022-05-01,36,2,2,0,BB,France,Online TA,Corporate,Transient,Triple,3,No Deposit,7,9,6,London,London,198.77,1,3,No-Show,2021-09-14,2022-09-30,0
